id,host_id,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms_text,bedrooms,beds,price,number_of_reviews_ltm,review_scores_rating,instant_bookable,reviews_per_month
51835616,147276739,100%,100%,f,85,Pacific Beach,32.79774,-117.24765,Entire home/apt,8,3 baths,3,5,337,1,4,t,1
52131867,35145391,100%,98%,f,2,Grant Hill,32.70925,-117.14276,Entire home/apt,4,1 bath,1,2,199,17,4.65,t,1.86
52132490,162283241,94%,97%,t,40,North Hills,32.72789,-117.11461,Entire home/apt,8,2 baths,3,6,636,23,4.96,t,2.52
52134619,38613171,99%,99%,f,0,Bay Ho,32.8356,-117.22389,Entire home/apt,8,3 baths,4,3,450,0,,f,
52146449,314281224,100%,100%,t,0,City Heights West,32.75057,-117.11716,Entire home/apt,3,1 bath,1,1,159,24,4.92,t,2.76
52146688,314281224,100%,100%,t,0,City Heights West,32.75141,-117.11557,Entire home/apt,5,1 bath,2,2,155,31,4.84,t,3.44
52147770,104398271,100%,100%,t,6,Mission Bay,32.78317,-117.25196,Entire home/apt,8,3 baths,3,6,495,1,5,t,1
52147773,104398271,100%,100%,t,6,Mission Bay,32.78253,-117.25189,Entire home/apt,8,3 baths,3,6,531,2,5,t,2
52149289,395546074,100%,99%,f,10,East Village,32.71021,-117.15193,Entire home/apt,3,1 bath,,2,149,24,4.71,t,2.74
52149457,395546074,100%,99%,f,10,East Village,32.71146,-117.15334,Entire home/apt,4,1 bath,,3,129,12,4.83,t,1.36
52149596,395546074,100%,99%,f,10,East Village,32.7096,-117.15237,Entire home/apt,3,1 bath,,2,131,19,4.84,t,2.13
52149816,395546074,100%,99%,f,10,East Village,32.70919,-117.15331,Entire home/apt,3,1 bath,,2,123,11,4.55,t,1.25
52150130,395546074,100%,99%,f,10,East Village,32.70938,-117.15313,Entire home/apt,4,1 bath,,1,147,5,4.8,t,0.56
52150155,141571234,100%,100%,t,1,Ocean Beach,32.73693,-117.2539,Entire home/apt,6,2 baths,2,3,276,29,4.97,t,3.22
51988883,421033786,98%,99%,f,8,Park West,32.72901,-117.16622,Entire home/apt,2,1 bath,1,1,100,14,3.79,t,2.13
51989104,88168913,93%,95%,t,218,Mission Bay,32.76006,-117.24928,Entire home/apt,6,2 baths,3,5,660,2,5,t,0.22
51989841,14481785,100%,99%,f,6,Mission Bay,32.79517,-117.23463,Entire home/apt,8,1 bath,3,4,514,12,4.75,t,1.4
51989948,134836670,100%,95%,t,0,Ocean Beach,32.75033,-117.24897,Entire home/apt,4,1 bath,1,2,290,21,5,t,2.54
52001075,176283820,100%,99%,t,0,City Heights East,32.7447,-117.09116,Entire home/apt,4,1 bath,2,2,164,19,4.89,f,2.01
52001284,156774745,100%,100%,t,2,Mission Bay,32.76733,-117.24998,Entire home/apt,6,3 baths,3,5,699,7,5,f,0.74
52003091,421122177,100%,98%,f,0,La Jolla,32.84408,-117.24461,Entire home/apt,8,2.5 baths,3,5,586,13,5,t,1.41
52004235,10593602,50%,0%,f,0,University City,32.8719,-117.21551,Entire home/apt,3,1 bath,1,1,135,0,,f,
52014328,22496236,100%,100%,f,0,Wooded Area,32.72366,-117.25075,Entire home/apt,8,3 baths,4,4,600,0,,f,
52014472,260924750,N/A,92%,f,0,North Clairemont,32.83604,-117.17946,Entire home/apt,8,2 baths,3,5,149,21,4.81,f,2.23
52026135,6214295,N/A,100%,f,0,Mission Bay,32.78882,-117.24118,Entire home/apt,4,1 bath,2,2,150,0,,f,
52028917,88168913,93%,95%,t,218,Mission Bay,32.7755,-117.25262,Entire home/apt,7,3 baths,3,5,492,5,5,t,0.6
52028919,88168913,93%,95%,t,218,Mission Bay,32.775,-117.25195,Entire home/apt,8,2 baths,3,5,606,2,5,t,0.74
52150866,259091235,100%,98%,t,6,North Hills,32.74071437,-117.129853,Entire home/apt,9,2.5 baths,4,5,743,32,4.97,t,3.97
52151834,418599072,100%,99%,f,0,Mira Mesa,32.91136,-117.15428,Entire home/apt,4,1 bath,2,2,194,10,5,t,1.36
52162886,194503478,100%,100%,t,0,La Jolla,32.84862,-117.27028,Entire home/apt,4,1 bath,1,2,649,53,4.92,t,7.07
52168674,47278541,N/A,100%,f,8,Mira Mesa,32.91273,-117.15284,Entire home/apt,4,1 bath,2,2,199,0,,t,
52171557,22012010,96%,100%,f,46,Mission Bay,32.77524,-117.25115,Entire home/apt,5,2 baths,3,3,357,26,4.88,t,2.9
52038332,421326931,100%,100%,t,0,Darnall,32.75213,-117.05353,Private room,1,1 shared bath,1,1,51,8,5,f,1.13
52054281,108996424,70%,63%,f,2,Darnall,32.7468,-117.06329,Entire home/apt,2,Half-bath,,1,120,0,,f,
52054996,126644161,100%,99%,f,527,Mission Bay,32.77813,-117.25298,Entire home/apt,10,2 baths,3,6,541,17,4.47,t,2.15
52056026,147276739,100%,100%,f,85,East Village,32.71424,-117.15812,Private room,3,1 private bath,,2,146,8,4.75,f,0.94
51570839,226804666,100%,39%,f,3404,College Area,32.77323,-117.07536,Private room,1,Private half-bath,1,1,79,0,,f,
52056319,67068406,100%,99%,t,0,North Hills,32.752361,-117.130692,Entire home/apt,5,1 bath,2,2,267,29,4.86,t,4.33
52174101,301775154,100%,99%,f,29,East Village,32.70962,-117.15365,Entire home/apt,3,1 bath,,2,117,9,4.56,t,1.03
52175140,172202422,100%,90%,t,4,Mission Bay,32.79184,-117.23468,Entire home/apt,8,3.5 baths,4,4,595,9,5,f,1.53
52175163,10876665,100%,67%,f,0,Pacific Beach,32.79487,-117.24293,Private room,2,1 private bath,1,1,150,5,5,f,0.62
52183797,43349223,100%,100%,t,45,North Hills,32.75481,-117.14556,Entire home/apt,6,1 bath,2,2,218,39,4.79,t,4.45
52059540,125444529,100%,100%,t,34,Loma Portal,32.73443,-117.23535,Entire home/apt,8,2 baths,3,4,433,37,4.81,t,4.02
51570851,226804666,100%,39%,f,3404,College Area,32.77227,-117.07341,Private room,1,Private half-bath,1,1,65,0,,f,
52060224,390710729,100%,98%,f,11,Balboa Park,32.71553,-117.14434,Entire home/apt,6,1 bath,2,4,210,10,4.7,t,1.11
52060475,390710729,100%,98%,f,11,Balboa Park,32.71549,-117.14553,Entire home/apt,5,1 bath,2,4,181,1,5,t,0.28
52187148,263534443,N/A,100%,f,52,Pacific Beach,32.79675,-117.25588,Entire home/apt,10,1.5 baths,2,6,685,48,4.67,t,5.41
52189018,301775154,100%,99%,f,29,East Village,32.70998,-117.15401,Entire home/apt,3,1 bath,,2,130,15,4.33,t,1.67
51570863,226804666,100%,39%,f,3404,College Area,32.77392,-117.07332,Private room,1,Private half-bath,1,1,89,0,,f,
52189171,301775154,100%,99%,f,29,East Village,32.70914,-117.15349,Entire home/apt,3,1 bath,,2,166,1,5,t,0.11
52060556,390710729,100%,98%,f,11,Grant Hill,32.7136,-117.1458,Entire home/apt,5,1 bath,2,4,210,2,5,t,0.34
51570873,226804666,100%,39%,f,3404,College Area,32.77192,-117.07358,Private room,1,Private half-bath,1,1,54,0,,f,
52060603,390710729,100%,98%,f,11,Balboa Park,32.71391,-117.14562,Entire home/apt,6,1 bath,2,4,191,3,4,t,0.39
52063353,45483825,100%,97%,t,4,Pacific Beach,32.7919,-117.25545,Entire home/apt,16,1 bath,11,1,919,2,5,f,0.31
52189367,301775154,100%,99%,f,29,East Village,32.70958,-117.15219,Entire home/apt,2,1 bath,,1,173,10,5,t,1.11
52190334,301775154,100%,99%,f,29,East Village,32.71111,-117.15383,Entire home/apt,3,1 bath,,2,158,12,4.58,t,1.36
51571084,226804666,100%,39%,f,3404,College Area,32.77404,-117.07364,Private room,1,Private half-bath,1,1,97,0,,f,
52190529,301775154,100%,99%,f,29,East Village,32.71146,-117.15208,Entire home/apt,3,1 bath,,1,147,19,4.32,t,2.13
52072936,92056919,100%,89%,t,4,Balboa Park,32.71505,-117.14043,Entire home/apt,2,1 bath,1,1,120,24,4.67,f,3.05
51571093,226804666,100%,39%,f,3404,College Area,32.77188,-117.07532,Private room,1,Private half-bath,1,1,83,0,,f,
52085971,57540298,96%,70%,f,0,San Ysidro,32.56011,-117.06248,Private room,4,1 shared bath,1,2,145,4,5,f,0.43
51571423,226804666,100%,39%,f,3404,College Area,32.76817,-117.07011,Private room,1,Private half-bath,1,1,87,0,,f,
52190761,422482954,100%,100%,f,0,La Jolla Village,32.860573,-117.234779,Entire home/apt,2,1 bath,1,1,140,7,5,t,0.9
52191226,301775154,100%,99%,f,29,East Village,32.70921,-117.15382,Entire home/apt,4,1 bath,,3,122,31,4.87,t,3.56
52191338,301775154,100%,99%,f,29,East Village,32.71021,-117.15199,Entire home/apt,4,1 bath,,3,140,10,4.9,t,1.27
51571440,226804666,100%,39%,f,3404,College Area,32.76808,-117.07056,Private room,1,Private half-bath,1,1,53,0,,f,
51571457,226804666,100%,39%,f,3404,College Area,32.76801,-117.07001,Private room,1,Private half-bath,1,1,85,0,,f,
52192965,376471562,99%,98%,f,16,Gaslamp Quarter,32.71438,-117.16016,Entire home/apt,3,1 bath,,2,149,42,4.81,t,4.65
51571470,226804666,100%,39%,f,3404,College Area,32.76789,-117.06885,Private room,1,Private half-bath,1,1,53,0,,f,
51571482,226804666,100%,39%,f,3404,College Area,32.76847,-117.07049,Private room,1,Private half-bath,1,1,72,0,,f,
52193201,376471562,99%,98%,f,16,Gaslamp Quarter,32.71304,-117.16073,Entire home/apt,3,1 bath,,2,151,36,4.47,t,3.93
51572247,226804666,100%,39%,f,3404,College Area,32.77712,-117.06515,Private room,1,Private half-bath,1,1,89,0,,f,
51572260,226804666,100%,39%,f,3404,College Area,32.77714,-117.06514,Private room,1,Private half-bath,1,1,54,0,,f,
51572275,226804666,100%,39%,f,3404,College Area,32.77692,-117.06378,Private room,1,Private half-bath,1,1,65,0,,f,
51572287,226804666,100%,39%,f,3404,College Area,32.77689,-117.06339,Private room,1,Private half-bath,1,1,79,0,,f,
51572295,226804666,100%,39%,f,3404,College Area,32.77664,-117.06553,Private room,1,Private half-bath,1,1,83,0,,f,
51572310,226804666,100%,39%,f,3404,College Area,32.77754,-117.06529,Private room,1,Private half-bath,1,1,95,0,,f,
51575376,183969889,100%,95%,t,0,Lake Murray,32.79429,-117.03258,Entire home/apt,3,1 bath,1,2,142,26,4.81,t,2.73
52202386,332313169,80%,100%,f,1,East Village,32.71603,-117.15317,Entire home/apt,3,1 bath,1,1,155,1,5,f,0.15
52202752,376101901,100%,80%,f,0,Otay Ranch,32.62236,-116.96244,Private room,2,1.5 baths,1,1,62,2,5,f,0.45
52204367,155468573,100%,80%,f,2,Midtown,32.74469,-117.15828,Private room,1,1 private bath,1,1,59,1,5,f,0.15
52205276,399855502,98%,97%,t,0,Mission Bay,32.78298,-117.25313,Entire home/apt,4,1 bath,1,1,201,20,5,t,2.49
52205505,42237006,100%,98%,t,68,La Jolla,32.85177,-117.25436,Entire home/apt,7,2.5 baths,3,6,510,10,4.7,t,1.18
52206227,265232549,100%,92%,f,2,Marina,32.7094,-117.16138,Entire home/apt,6,1 bath,1,3,182,0,,f,
52206279,32268790,100%,96%,f,0,North Hills,32.73783,-117.12858,Entire home/apt,3,1 bath,1,2,145,13,5,f,1.46
52206756,29872894,100%,93%,t,2,Mount Hope,32.7162,-117.11079,Entire home/apt,14,3 baths,5,8,1139,12,5,f,1.38
52089530,421751404,100%,94%,t,0,Bay Park,32.78274,-117.20629,Entire home/apt,6,3 baths,3,3,556,19,5,f,2.31
52090869,95769712,100%,97%,t,11,La Jolla,32.811,-117.25465,Private room,2,1 shared bath,1,1,82,0,,t,
52108033,34073051,96%,100%,f,13,Balboa Park,32.71801,-117.1318,Entire home/apt,7,2 baths,4,4,448,26,4.69,t,2.89
52113156,49653830,67%,100%,f,0,Mission Bay,32.77631,-117.25256,Entire home/apt,7,2 baths,3,4,650,6,5,f,0.9
52114253,376471562,99%,98%,f,16,Gaslamp Quarter,32.71435,-117.15933,Entire home/apt,5,1 bath,2,3,195,3,4.67,t,0.73
52114599,395318064,100%,98%,f,24,Gaslamp Quarter,32.71452,-117.1595,Entire home/apt,3,1 bath,,1,156,1,5,t,0.11
51576440,63410221,100%,100%,t,1,Roseville,32.72966,-117.23033,Entire home/apt,14,4 baths,6,8,762,16,4.94,t,1.88
52114957,421942993,N/A,100%,f,2,Carmel Valley,32.94895,-117.22744,Entire home/apt,4,1 bath,1,2,128,2,4.5,t,0.3
52115137,419393875,100%,97%,t,1,Linda Vista,32.77306,-117.17506,Entire home/apt,8,2 baths,2,5,280,19,4.74,t,2.58
52128935,8336938,100%,99%,t,50,Mission Bay,32.79274,-117.24529,Entire home/apt,7,2 baths,3,4,370,21,4.9,f,2.33
52327202,7508650,100%,100%,t,1,Midtown,32.74552,-117.17389,Private room,3,1 shared bath,1,2,117,8,4.75,f,0.92
52336704,35914547,100%,94%,t,1,Grantville,32.78298,-117.10756,Entire home/apt,6,1.5 baths,3,3,160,0,,f,
52207372,261686485,100%,100%,t,4,Encanto,32.72387,-117.06396,Entire home/apt,16,5 baths,7,14,911,26,4.77,t,2.94
52209660,422639743,90%,97%,f,0,Scripps Ranch,32.93071,-117.09374,Private room,2,1 private bath,1,2,69,9,4.44,t,1.17
52216310,58276208,100%,89%,t,4,Loma Portal,32.75287,-117.22821,Entire home/apt,4,1 bath,1,2,85,2,5,f,0.32
51576690,81200659,80%,91%,f,4,Bay Park,32.79191,-117.20268,Entire home/apt,7,2.5 baths,4,3,494,0,,f,
52340244,423630656,100%,100%,f,0,Ocean Beach,32.74038,-117.251,Entire home/apt,4,1 bath,2,3,446,3,5,t,3
52344498,260074931,100%,100%,f,0,Clairemont Mesa,32.81308,-117.16672,Entire home/apt,10,2 baths,3,3,371,9,4.89,t,2.62
52218020,422706596,20%,80%,f,0,Marina,32.71161,-117.16265,Entire home/apt,4,1 bath,1,1,129,0,,f,
52219406,146164300,100%,60%,f,8,Rolando,32.76775,-117.05223,Entire home/apt,2,1 bath,,1,135,0,,f,
51580445,417854191,N/A,89%,f,0,Rancho Penasquitos,32.94988,-117.11007,Private room,2,1.5 shared baths,1,1,65,23,4.96,t,2.35
52345355,388059369,100%,100%,t,473,Gaslamp Quarter,32.71528,-117.16069,Entire home/apt,4,1 bath,1,2,444,3,5,t,0.41
52346454,369438478,100%,96%,t,0,East Village,32.70632,-117.15568,Entire home/apt,3,1 bath,1,2,593,18,5,t,2.05
52349814,63824357,100%,100%,t,0,City Heights West,32.74641,-117.11375,Entire home/apt,5,1 bath,2,3,199,47,4.91,t,6
52353482,423759971,100%,98%,t,0,Mission Bay,32.77591,-117.25337,Entire home/apt,6,2 baths,2,3,367,20,5,t,2.8
52354563,26636719,100%,98%,t,1,Valencia Park,32.69722,-117.08105,Entire home/apt,2,1 bath,1,1,104,27,4.96,t,3.23
52354723,15444512,100%,97%,f,4,Normal Heights,32.7587,-117.12471,Entire home/apt,5,2 baths,2,3,174,10,4.8,t,1.97
52220832,36293673,100%,100%,t,0,Lynwood Hills,32.63625,-117.03672,Entire home/apt,6,2 baths,3,5,317,30,4.93,f,3.33
52230776,422809445,100%,100%,f,1,Grant Hill,32.71089,-117.14426,Private room,4,1.5 baths,2,2,219,10,4.1,t,1.2
52238108,56877804,100%,88%,f,11,East Village,32.71196,-117.15814,Entire home/apt,2,1 bath,1,1,140,0,,f,
52238790,366106606,N/A,0%,f,0,East Village,32.71741,-117.15361,Entire home/apt,6,2 baths,2,2,145,0,,f,
52355528,278556648,97%,99%,t,1,North Hills,32.75386,-117.14022,Entire home/apt,4,1 bath,2,2,216,45,4.8,t,5.27
51583645,35030867,100%,97%,t,0,South Park,32.72721,-117.12782,Entire home/apt,4,1 bath,2,1,272,2,5,f,0.21
52355623,278556648,97%,99%,t,1,North Hills,32.75182,-117.13997,Entire home/apt,4,1 bath,2,2,230,3,4.67,t,0.35
52355672,278535351,100%,100%,t,1,Egger Highlands,32.56777,-117.09466,Private room,2,1 shared bath,1,1,42,28,4.86,f,4.91
52355683,278556648,97%,99%,t,1,North Hills,32.75198,-117.13991,Entire home/apt,2,1 bath,1,1,195,25,4.88,t,3.3
52356194,24522023,100%,98%,f,3,Mission Bay,32.79354,-117.23174,Private room,1,1 shared bath,1,1,79,5,5,f,0.58
52239640,118091219,100%,100%,t,1,East Village,32.71359,-117.15796,Entire home/apt,4,1 bath,1,2,200,28,4.93,f,3.59
52240892,19859693,86%,57%,f,0,North Hills,32.733555,-117.13298,Entire home/apt,8,1.5 baths,4,4,340,1,5,f,0.15
52244338,57805914,N/A,100%,f,0,Moreno Mission,32.77024,-117.18472,Private room,1,1 private bath,1,1,150,1,5,f,0.14
52363469,38690778,99%,85%,t,64,La Jolla,32.82759,-117.27866,Entire home/apt,11,5.5 baths,4,5,2608,1,5,t,1
51584849,26106945,100%,98%,t,0,Bay Park,32.79328,-117.20481,Entire home/apt,2,1 bath,1,,149,24,4.92,t,2.42
52372457,24972282,60%,54%,f,2,Pacific Beach,32.80592,-117.26002,Private room,1,1 private bath,1,1,65,3,4.33,f,0.37
52382409,29854513,100%,100%,f,2,Mira Mesa,32.9207,-117.12808,Private room,2,1 private bath,1,1,115,15,4.87,t,2.24
52245153,88168913,93%,95%,t,218,Mission Bay,32.77366,-117.25058,Entire home/apt,7,3 baths,3,4,641,0,,t,
52245154,88168913,93%,95%,t,218,Mission Bay,32.7737,-117.25015,Entire home/apt,5,1 bath,2,4,479,3,5,t,0.35
51586677,417911564,100%,33%,f,0,Loma Portal,32.74831,-117.22681,Private room,1,1.5 shared baths,2,,60,1,5,f,0.14
52245155,88168913,93%,95%,t,218,Mission Bay,32.7736,-117.25074,Entire home/apt,4,1 bath,2,2,480,2,5,t,0.23
52382902,11489625,100%,79%,f,0,Memorial,32.70487,-117.13065,Entire home/apt,5,1 bath,2,3,142,5,4.8,f,0.66
52384686,22300685,100%,100%,t,0,Clairemont Mesa,32.8203,-117.16655,Entire home/apt,8,2 baths,4,3,382,11,5,f,1.36
52245430,301775154,100%,99%,f,29,East Village,32.70858,-117.15338,Entire home/apt,4,1 bath,,2,128,12,4.75,t,1.33
51592070,57540298,96%,70%,f,0,San Ysidro,32.56075,-117.06247,Private room,2,1 private bath,1,1,151,8,4.25,f,0.79
52245948,301775154,100%,99%,f,29,East Village,32.70969,-117.1519,Entire home/apt,4,1 bath,,3,140,2,4.5,t,0.23
52389297,311020875,100%,100%,f,1,Northwest,32.62751,-117.09114,Private room,2,1 private bath,1,1,60,11,5,t,1.35
52389542,342839383,100%,33%,f,0,Loma Portal,32.7507,-117.24245,Entire home/apt,2,1 bath,1,1,250,0,,f,
51596472,416670889,100%,92%,f,0,Core,32.71863,-117.15521,Entire home/apt,4,2 baths,2,2,298,41,4.63,t,4.06
52389615,30505035,95%,83%,t,0,North Hills,32.756,-117.13717,Entire home/apt,3,1 bath,,2,96,39,4.87,f,4.48
52391031,424071329,100%,100%,t,0,Mission Bay,32.792938,-117.240997,Entire home/apt,8,3.5 baths,4,4,1201,34,5,t,3.98
52246094,301775154,100%,99%,f,29,East Village,32.71031,-117.15357,Entire home/apt,4,1 bath,,3,122,22,4.68,t,2.51
52246702,4185643,100%,99%,t,23,Ocean Beach,32.72917,-117.24711,Entire home/apt,11,2 baths,3,3,405,50,4.96,f,5.7
52247826,111071329,94%,100%,f,0,Cortez Hill,32.7198,-117.15637,Private room,2,1 private bath,1,1,155,10,5,t,2.94
52256814,162649909,98%,99%,f,5,Cortez Hill,32.71961,-117.15754,Private room,2,1 shared bath,,1,100,19,4.58,t,2.1
52394905,377440292,100%,100%,f,0,Gaslamp Quarter,32.70917,-117.15985,Entire home/apt,2,1 bath,1,2,150,3,4.67,f,0.74
52400771,424144607,N/A,100%,f,0,East Village,32.7064,-117.15527,Entire home/apt,3,1 bath,2,2,619,0,,f,
52401590,43349223,100%,100%,t,45,Bay Park,32.77697,-117.20146,Entire home/apt,4,1 bath,,1,147,40,4.6,t,4.88
52260505,324368071,100%,99%,t,45,University City,32.86817,-117.2273,Entire home/apt,4,1 bath,1,2,240,19,4.84,t,2.46
52261614,378058235,100%,100%,f,0,East Village,32.70575,-117.15516,Entire home/apt,5,2 baths,2,2,495,5,5,t,0.62
52266189,24972282,60%,54%,f,2,Pacific Beach,32.80698,-117.25991,Private room,1,1 shared bath,1,1,75,2,4.5,f,0.22
52269089,130926159,100%,97%,t,15,East Village,32.70538,-117.15564,Entire home/apt,2,1 bath,1,1,400,13,5,t,1.42
52401980,424154257,100%,96%,t,0,Wooded Area,32.71265,-117.2456,Entire home/apt,2,1 bath,,1,158,22,4.95,f,2.64
51601237,14297219,100%,100%,f,0,Ocean Beach,32.74114,-117.24758,Entire home/apt,12,2 baths,3,8,568,10,5,t,2.1
52405395,174792040,100%,99%,f,2158,La Jolla,32.84487,-117.27456,Private room,6,3 baths,3,3,799,0,,t,
52405407,174792040,100%,99%,f,2158,La Jolla,32.84384,-117.276,Private room,6,3 baths,3,3,799,0,,t,
52282701,162649909,98%,99%,f,5,Core,32.71827,-117.15912,Private room,2,2 shared baths,,1,94,14,4.14,t,1.6
52283054,742836,100%,53%,f,0,East Village,32.71209,-117.15904,Entire home/apt,2,1 bath,1,1,150,0,,f,
52284997,29158067,100%,100%,t,2,East Village,32.71348,-117.15464,Entire home/apt,2,1 bath,1,1,144,68,4.97,t,7.64
52287700,377013117,100%,91%,t,0,Midtown,32.74754,-117.156799,Private room,1,1 shared bath,1,1,52,15,4.93,f,1.81
52297517,16835189,N/A,33%,f,1,Wooded Area,32.72627,-117.2543,Private room,2,1 private bath,1,,130,1,5,f,0.12
52405408,174792040,100%,99%,f,2158,La Jolla,32.84573,-117.27607,Private room,4,2 baths,2,2,533,0,,t,
51605701,380971130,N/A,100%,f,0,Pacific Beach,32.79723,-117.25561,Entire home/apt,2,1 bath,1,1,252,0,,f,
52405412,174792040,100%,99%,f,2158,La Jolla,32.84381,-117.27504,Private room,4,2 baths,2,2,533,0,,t,
52405435,174792040,100%,99%,f,2158,La Jolla,32.84559,-117.27427,Private room,2,1 bath,1,1,266,2,5,t,0.34
52305753,22012010,96%,100%,f,46,Mission Bay,32.77548,-117.25169,Entire home/apt,6,2.5 baths,2,4,307,11,4.73,t,1.49
52306171,407701634,100%,100%,t,4,East Village,32.70918,-117.15516,Entire home/apt,4,1 bath,1,1,346,11,4.82,t,1.33
52318391,119332319,80%,57%,f,0,East Village,32.71618,-117.15019,Entire home/apt,2,1 bath,,,156,0,,f,
52318748,309273644,100%,99%,f,3,Grant Hill,32.70771564,-117.1475722,Entire home/apt,16,2 baths,4,10,189,17,4.29,t,2.46
52321576,462702495,N/A,N/A,f,12,Wooded Area,32.72703,-117.25023,Entire home/apt,9,2 baths,3,4,419,16,4.44,t,1.81
52405459,174792040,100%,99%,f,2158,La Jolla,32.8444,-117.27441,Private room,2,1 bath,1,1,266,1,5,t,0.16
52405558,22012010,96%,100%,f,46,Mission Bay,32.77475,-117.2507,Entire home/apt,7,2 baths,3,4,375,15,5,t,1.91
51605758,407854821,100%,50%,f,1,Pacific Beach,32.80472,-117.25378,Entire home/apt,3,1 bath,2,2,155,9,4.89,f,0.91
52406746,62715994,100%,99%,t,0,Grantville,32.78406,-117.11111,Entire home/apt,4,1 bath,1,2,103,11,4.91,t,1.32
52408834,41588639,100%,94%,f,5,Park West,32.73,-117.16699,Entire home/apt,2,1 bath,1,1,98,11,4.18,f,1.53
52321960,7750197,90%,89%,t,0,Old Town,32.75165,-117.17299,Entire home/apt,5,2 baths,2,2,287,34,4.94,f,4
52408870,349902714,100%,100%,f,2,East Village,32.70989,-117.15279,Entire home/apt,2,1 bath,,2,169,36,4.75,t,4.44
51607919,418079067,100%,94%,f,1,Park West,32.7278,-117.16135,Entire home/apt,2,1 bath,1,1,143,13,4.15,f,1.34
52409143,184698366,99%,99%,t,40,Wooded Area,32.71943,-117.23441,Entire home/apt,6,1.5 baths,3,3,323,21,4.9,t,2.46
52409789,91211139,100%,63%,f,0,Pacific Beach,32.79619,-117.2475,Entire home/apt,2,1 bath,1,1,156,2,5,f,0.61
52324012,363513699,100%,99%,t,8,Ocean Beach,32.7452,-117.25033,Shared room,1,1 shared bath,1,,59,93,4.84,t,10.53
52324250,363513699,100%,99%,t,8,Ocean Beach,32.746262,-117.250572,Shared room,1,1 shared bath,1,,58,15,4.93,t,1.7
52513096,56057765,100%,99%,t,2,Ocean Beach,32.74274,-117.24956,Entire home/apt,6,2 baths,3,3,510,26,5,t,3.88
52324346,363513699,100%,99%,t,8,Ocean Beach,32.74591,-117.2495,Shared room,1,1 shared bath,1,,56,53,4.89,t,5.89
52324465,363513699,100%,99%,t,8,Ocean Beach,32.74539,-117.24966,Private room,6,1 shared bath,1,6,272,2,5,t,0.23
52410118,43822095,N/A,60%,f,0,Old Town,32.74977,-117.19197,Private room,2,1 shared bath,2,2,59,0,,f,
52418271,329688919,95%,98%,f,2,Core,32.71876,-117.15773,Entire home/apt,2,1 bath,,1,108,22,4.18,t,3.25
52513131,56057765,100%,99%,t,2,Ocean Beach,32.74299,-117.24943,Entire home/apt,5,2 baths,2,2,276,19,4.84,t,3.77
52421255,43349223,100%,100%,t,45,Bay Park,32.77867,-117.20374,Entire home/apt,8,2 baths,3,5,460,31,4.9,t,3.65
52422322,412951661,90%,100%,t,2,East Village,32.70549,-117.15586,Entire home/apt,2,1 bath,1,1,578,11,5,f,1.4
52422646,74646379,96%,98%,f,0,East Village,32.710297,-117.155281,Entire home/apt,8,2 baths,3,5,422,28,4.89,f,7.24
52427875,11824855,100%,100%,f,2,Midtown,32.74716,-117.14892,Entire home/apt,4,2 baths,2,2,195,0,,f,
52428638,10478483,100%,83%,f,0,Old Town,32.75019,-117.16632,Entire home/apt,4,1.5 baths,1,2,225,10,5,t,1.18
52658939,764399,100%,89%,f,0,Gaslamp Quarter,32.7093,-117.16024,Entire home/apt,4,2 baths,2,2,144,6,5,f,0.81
52659043,191716324,100%,100%,f,5,City Heights West,32.74963607,-117.1221578,Entire home/apt,3,1 bath,1,1,175,0,,t,
52659312,6688389,100%,100%,t,49,Mission Bay,32.78415,-117.25226,Entire home/apt,9,3 baths,3,5,928,5,5,t,0.65
52659415,191716324,100%,100%,f,5,City Heights West,32.74991,-117.12173,Entire home/apt,6,1.5 baths,2,4,291,1,4,t,0.19
52659707,426278737,100%,100%,f,0,Mission Bay,32.787758,-117.254341,Entire home/apt,8,1.5 baths,2,5,468,17,4.76,t,2.29
52513188,191641237,100%,100%,f,0,Ocean Beach,32.74804,-117.24761,Entire home/apt,5,1 bath,2,2,299,5,5,f,0.64
52513625,43349223,100%,100%,t,45,Del Mar Heights,32.93533,-117.2516,Entire home/apt,9,5 baths,5,5,815,26,5,t,3.33
52514646,336396789,97%,85%,f,7,Pacific Beach,32.79616,-117.23941,Entire home/apt,4,1 bath,1,2,264,1,5,f,0.12
52668051,126644161,100%,99%,f,527,Bay Ho,32.81395,-117.21669,Entire home/apt,4,2 baths,2,2,131,3,4.67,t,0.67
52670208,81343623,100%,100%,t,49,Mission Bay,32.78276,-117.25285,Entire home/apt,9,3 baths,3,5,813,17,4.88,t,2.06
52671777,171617485,100%,96%,f,2,City Heights West,32.73217,-117.10397,Entire home/apt,4,1 bath,2,3,223,9,4.67,t,1.12
52673164,67179654,100%,99%,f,5,Cortez Hill,32.71976,-117.15741,Private room,2,1 shared bath,1,1,79,14,4.86,t,1.87
